graph,algorithm,n_candidates,n_infected,reliable,n_runs,auc_roc,auc_pr,precision_at_k,recall_at_k,hits_at_k,brier
DLG7,degree_anomaly,29,1,False,3,0.4887820512820512,0.18775988968296664,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.05405578651277117
DLG7,boundary,29,1,False,3,0.4148809523809524,0.058221813649388325,0.0,0.0,0.0,0.7616804393661158
DLG7,low_job_connectivity,29,1,False,3,0.37451923076923077,0.05801622816111523,0.0,0.0,0.0,0.22224288316065502
DLG7,completeness,29,1,False,3,0.5046703296703297,0.07870672651839761,0.0,0.0,0.0,0.07488544004624906
DLG7,rule_root,29,1,False,3,0.36955128205128207,0.07212777914997655,0.0,0.0,0.0,0.6070155750527103
DLG7,RandomForest,29,1,False,3,0.45531135531135525,0.19401877769181966,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.13423231768599572
DLG7,RUSBoost,29,1,False,3,0.507051282051282,0.09312980344147453,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07337753117036042
DLG7,LightGBM,29,1,False,3,0.46007326007326016,0.14804720129405355,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.3792144145522553
DLG7,LineageDetector,29,1,False,3,0.5842490842490842,0.2006499606220956,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.06608031602945778
DLG8,degree_anomaly,18,2,False,3,0.29869281045751633,0.1824246828295411,0.10256410256410256,0.10256410256410256,0.10256410256410256,0.08580674029263743
DLG8,boundary,18,2,False,3,0.27030542986425343,0.08281832976105422,0.0,0.0,0.0,0.8077303458495411
DLG8,low_job_connectivity,18,2,False,3,0.21205379587732526,0.08703448056270156,0.0,0.0,0.0,0.23348615363636832
DLG8,completeness,18,2,False,3,0.4271838863750628,0.10949399327882302,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.1872919386303029
DLG8,rule_root,18,2,False,3,0.38830128205128206,0.09535394229666674,0.0,0.0,0.0,0.5085470085470085
DLG8,RandomForest,18,2,False,3,0.7132541478129715,0.34664224664224663,0.11538461538461536,0.11538461538461536,0.11538461538461536,0.12754831670876296
DLG8,RUSBoost,18,2,False,3,0.5418552036199096,0.19579231827683835,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.09771620820462235
DLG8,LightGBM,18,2,False,3,0.6088172448466567,0.41538461538461535,0.2692307692307692,0.2692307692307692,0.2692307692307692,0.18735455627569633
DLG8,LineageDetector,18,2,False,3,0.7453777023629965,0.34612648747264135,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.08222586130720377
DLG9,degree_anomaly,24,3,False,3,0.2600047516366166,0.09707550342406808,0.039473684210526314,0.039473684210526314,0.039473684210526314,0.09128880344714838
DLG9,boundary,24,3,False,3,0.3291089345437171,0.09034293018395151,0.12280701754385963,0.12280701754385963,0.12280701754385963,0.783567754391553
DLG9,low_job_connectivity,24,3,False,3,0.23742411526307403,0.08479285694388669,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.20059537776786626
DLG9,completeness,24,3,False,3,0.3171731272160334,0.10669861116085373,0.039473684210526314,0.039473684210526314,0.039473684210526314,0.2087121409680525
