graph,algorithm,n_candidates,n_infected,reliable,n_runs,auc_roc,auc_pr,precision_at_k,recall_at_k,hits_at_k,brier
DLG16,completeness,259,55,True,3,0.5719024290671566,0.28678867494232535,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.20057651212371067
DLG16,rule_root,259,55,True,3,0.6080534825870647,0.23155298155298154,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.4015444015444015
DLG16,RandomForest,259,55,True,3,0.8778832414778526,0.7510917678568165,0.6739130434782609,0.6739130434782609,0.6739130434782609,0.08181894903391737
DLG16,RUSBoost,259,55,True,3,0.6172177995509287,0.3667137286540272,0.3695652173913043,0.3695652173913043,0.3695652173913043,0.13318613633826834
DLG16,LightGBM,259,55,True,3,0.8445090834864258,0.7052337227418932,0.6119402985074627,0.6119402985074627,0.6119402985074627,0.10405497426128804
DLG16,LineageDetector,259,55,True,3,0.8713002653602776,0.72940660447567,0.6417910447761194,0.6417910447761194,0.6417910447761194,0.1007356627390269
DLG17,degree_anomaly,25,3,False,3,0.358695652173913,0.17501139211665528,0.0,0.0,0.0,0.07933515552143777
DLG17,boundary,25,3,False,3,0.5217391304347826,0.54,0.5,0.5,0.5,0.92
DLG17,low_job_connectivity,25,3,False,3,0.5217391304347826,0.5416666666666666,0.5,0.5,0.5,0.22955833333333334
DLG17,completeness,25,3,False,3,0.28260869565217395,0.08,0.0,0.0,0.0,0.2088888888888889
DLG17,rule_root,25,3,False,3,0.46739130434782605,0.0757142857142857,0.0,0.0,0.0,0.56
DLG17,RandomForest,25,3,False,3,0.8695652173913044,0.625,0.5,0.5,0.5,0.08169054449178555
DLG17,RUSBoost,25,3,False,3,0.75,0.54,0.5,0.5,0.5,0.04956584542794367
DLG17,LightGBM,25,3,False,3,0.9130434782608696,0.6666666666666666,0.5,0.5,0.5,0.14834825012911032
DLG17,LineageDetector,25,3,False,3,0.9782608695652174,0.8333333333333333,0.5,0.5,0.5,0.04454237770889297
DLG18,degree_anomaly,643,130,True,3,0.40329127466096093,0.1709480285430132,0.12878787878787878,0.12878787878787878,0.12878787878787878,0.19012293579792025
DLG18,boundary,643,130,True,3,0.5527201787231365,0.3151306664423968,0.2971014492753623,0.2971014492753623,0.2971014492753623,0.6531881804043546
DLG18,low_job_connectivity,643,130,True,3,0.47576795350767953,0.3045520364140032,0.2540983606557377,0.2540983606557377,0.2540983606557377,0.20905193875908384
DLG18,completeness,643,130,True,3,0.5214750951826563,0.23142045556011123,0.23770491803278687,0.23770491803278687,0.23770491803278687,0.20997629447268218
DLG18,rule_root,643,130,True,3,0.5774773172033446,0.23663354883487783,0.2459016393442623,0.2459016393442623,0.2459016393442623,0.4572317262830482
DLG18,RandomForest,643,130,True,3,0.7993255847323862,0.6229220024838512,0.5327868852459017,0.5327868852459017,0.5327868852459017,0.1204878697668888
DLG18,RUSBoost,643,130,True,3,0.5833333333333334,0.31568381806603885,0.2971014492753623,0.2971014492753623,0.2971014492753623,0.1461419866016199
DLG18,LightGBM,643,130,True,3,0.7717247811737695,0.5800590695989886,0.5075757575757576,0.5075757575757576,0.5075757575757576,0.1443839396600682
DLG18,LineageDetector,643,130,True,3,0.7785980771990241,0.6127511981794801,0.553030303030303,0.553030303030303,0.553030303030303,0.12403092672578434
