graph,scenario,nodes,train_pos,val_pos,test_pos,algorithm,n_runs,reliable,auc_roc,auc_pr,hits_at_k,precision,recall,f1,threshold
DLG2,C,464,23,6,8,RUSBoost,5,False,0.33749999999999997,0.16666666666666666,0.20833333333333334,0.05555555555555555,0.3333333333333333,0.09523809523809523,
DLG2,C,464,23,6,8,LightGBM,5,False,0.2661458333333333,0.14752241393733148,0.0,0.0,0.0,0.0,
DLG2,C,464,23,6,8,Node2Vec+MLP,5,False,0.4796875,0.19445769047639624,0.20833333333333334,0.12454212454212454,0.20833333333333334,0.1619047619047619,
DLG3,A,603,39,10,8,preferential_attachment,5,False,0.30520833333333336,0.1556157638277508,0.0,0.16666666666666666,1.0,0.2857142857142857,
DLG3,A,603,39,10,8,l3,5,False,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.1111111111111111,0.6666666666666666,0.19047619047619047,
DLG3,A,603,39,10,8,katz,5,False,0.35833333333333334,0.16666666666666666,0.041666666666666664,0.05555555555555555,0.3333333333333333,0.09523809523809523,
DLG3,A,603,39,10,8,ppr,5,False,0.153125,0.11164448945385223,0.0,0.0,0.0,0.0,
DLG3,A,603,39,10,8,RandomForest,5,False,0.4041666666666666,0.16666666666666666,0.2916666666666667,0.0,0.0,0.0,
DLG3,A,603,39,10,8,RUSBoost,5,False,0.20781249999999998,0.15566507367582635,0.041666666666666664,0.1452991452991453,0.6666666666666666,0.24721377912867273,
DLG3,A,603,39,10,8,LightGBM,5,False,0.16718750000000002,0.1327027523888916,0.0,0.013888888888888888,0.041666666666666664,0.020833333333333332,
DLG3,A,603,39,10,8,Node2Vec+MLP,5,False,0.5484375,0.2081935129657737,0.20833333333333334,0.11428571428571428,0.20833333333333334,0.14739688979039892,
DLG3,B,603,42,10,5,preferential_attachment,5,False,0.47333333333333333,0.23828700711053652,0.26666666666666666,0.14660493827160492,0.6666666666666666,0.24206349206349206,
DLG3,B,603,42,10,5,l3,5,False,0.5626666666666668,0.24444444444444446,1.0,0.16666666666666666,0.7999999999999999,0.2857142857142857,
